id,text
107,"jadi di perjalanan 1 milion Jurni Edisi Tour de Asean ini, kita melewati Thailand dan kita meampir ke pabrik Furukawa B3 untuk Silatur Rahmi dan sekalian ganti Aki di salah satu mobil kita ini di Thailand kita bertemu dengan Kawamurasan, selaku Deputy Managing Director Furukawa Thailand nah, jadi kita sudah bersama Mr. Kawasan, ya, dari Furukawa B3 Thailand Lio ini adalah vice president dari Furukawa B3, dan dari Thailand ini, hello Mr. Kawasan di sini juga kita diajak untuk melihat bagaimana Furukawa B3 dibuat dari pabriknya langsung meskipun tidak bisa direkam, kita bisa lihat langsung bagaimana Furukawa B3 itu dibuat dengan standar yang tinggi jadi tadi kita baru masuk ke dalam pabriknya, kita melihat proses bagaimana sebuah nah, setelah Silatur Rahmi, komunikasi sampai ganti Aki mobil kita akhirnya kita berpamitan untuk kembali melajukan perjalanan tur di ASEAN rasanya tenang sekali ya kalau kita perjalanan jauh menggunakan Aki yang sudah dipercaya lebih dari 100 tahun dan bisa punya pabrik di Jepang, Thailand, dan Indonesia itu dikarenakan Furukawa B3 itu konsisten bangun kualitas, bukan hanya jual produk makanya bisa bertubuh besar seperti sekarang"
108,"sebenernya nih ya, kalian ngelakuin bodyweight squat sambil ditahan di posisi bawah kayak gini sebentar 8-12 kali, atau sekuatnya jangan nanti dapet berapa terus lanjut, lakuin reverse lanjut sambil ditahan di posisi bawah kayak gini juga 8-12 kali, atau sekuatnya aja dapet berapa lanjut, turun ke lantai buat ngelakuin glute bridge sambil ditahan sebentar di posisi atas kayak gini, 8-12 kali atau sekuatnya jangan nanti dapet berapa jangan ditutup dengan gijijijitin pake satu kaki gin, atau calf raises buat ngatih tot betis sekali goose ngelatik esi banggan badan kalian 8-12 kali, atau sekuatnya aja dapet berapa itu tuh udah termasuk workout di rumah atau dikos aja yang cocok banget buat kalian yang pengen mulai latihan kaki tapi gak punya alat sama sekali nah nanti kalau udah bisa rutin kalian bisa nabung pelan-pelan buat beli dumbbell kayak gini atau karat kayak gini biar latihannya jadi lebih menantang kalau kalian mau rekomendasi dumbbell atau karat, komenajem mau atau dumbbell atau karat atau apapun lah nanti aku kirimin linknya ke DM kalian yuk udah mulai dulu aja workout di rumah atau dikos kayak gini karena kita bisa mulai tanpa alat sama sekali ya jadi gak ada alasan lagi ya oke, cari video kalau bermanfaat, tetap semangat dan stay hard"
109,"sebenernya ya kalian ngelakuin Ostrangat Pull Up kayak gini dengan posisi kaki deket sama tiang kayak gini 8-12 kali dan mulai latihan gelantuan di tiang pull up kayak gini sekuatnya aja dengan target 15-30 detik itu sudah termasuk 2 langkah awal menuju pull up pertama kalian udah kalian fokus dulu aja ke 2 gerangan tadi kalau misalnya kalian pemula dan pengen banget bisa pull up atau kalau menidak melatihin ini pun juga gak apa-apa ini juga oke ke nah nanti kalau 2 gerangan tadi tuh udah lancar kalian bisa upgrade waroutnya disalikan jauhin kaki nya gini dan lakuin Ostrangat Pull Up sampai kalian bisa 8-12 kali sama upgrade gelantuan kalian dengan naik turunin bahunya kayak gini nih atau biasa disebut dengan ska pull up pull up sering-sering aja latihan gerangan-gerangan tadi dan gak alamat lagi kalian bakal semakin deket ke pull up pertama kalian kalau kalian semakin deket sama pull up pertama kalian bisa lanjut latihan negatif pull up kayak gini ya nah tapi itu nanti aja setelah kalian mastering Ostrangat Pull Up sama gelantuan di tiang pull up oke kalau sudah habis video yang diganti-gallan tips atau ot lainnya share kalau misalnya kalian mau maafa at, tabs banget pull up dan stay hot"
110,Emang boleh gabung otot biceps dan otot triceps di waktu yang sama? You need some notice. Otot biceps dan otot triceps adalah otot yang bersifat belawanan karena otot biceps menarik tangan lebih dekat ketubuh lalu otot triceps meluruskan atau menjauhkan tangan dari tubuh yang dikenal dengan istilah otot antagonis. Contoh lain untuk otot antagonis adalah otot dadah dan punggung atau pahadepan dan pahablatan. Walaupun masih banyak orang percaya otot antagonis tidak boleh digabung karena katanya bisa membuat otot cepat lelah atau menyebabkan cedera. Faktanya kamu bisa gabung otot belawanan alias gabung otot biceps dan otot triceps di waktu yang sama tanpa ada efek negatif. Justu untuk pemula sangat di anjurkan untuk mulai dengan program latihan yang melalui seluruh tubuh di waktu yang sama yang dikenal sebagai full body workout yang jelas gabung otot belawanan. Seharusnya di tahun 2025 semua orang sudah paham tidak boleh gabung otot biceps dan otot triceps adalah hoax. Jadi kalau kamu masih punya temen yang percaya ini tolong kirim video ini ke dia.
111,"Kapan waktu paling tepat untuk orang-orang dalam bulan puasa? Unitororis. Menurut saya ada dua waktu yang paling cocok, yang pertama sekitar jam 5 sore sebelum buka. Jadi kamu langsung bisa minum dan makan setelah nejim dan malam kamu punya waktu untuk keluarga dan doa. Sebaiknya durasi latiangnya pendek, paling 45 sampai 60 meter, lalu jangan trawli paksa kurang lebih maksimal 70 sampai 80% dari intensitas biasa. Kedua, setelah buka, jadi pas kamu buka, kamu hanya minum air, lalu makan yang ringan saja yang cepat dicernah seperti kurma atau pisang. Sebaiknya kamu tidak konsumsi protins lain aminu atau whey yang cepat dicernah karena sumba protins seperti telur atau ayam dan lain-lain lumayan lama dicernah sehingga bisa mengganggu setelah latiang. Setelah mileringan ini kamu langsung bisa olahraga sama seperti sebelumnya latiang dengan durasi 45 sampai 60 meter. Di waktu ini kamu bisa latiang lebih intens karena kamu sudah minum dan makan sehingga risiko diahidasi jauh lebih kecil."
112,"Kamu tahu nggak, sekitar 90% orang yang membuat resolusi tahun baru untuk hidup lebih sehat akan gagal? Simpennya karena caranya tidak tepat. Daripada kamu mulai makan makanan yang hambar yang tidak enak yang membuat kamu menyerah dalam beberapa minggu, lebih baik mulai dengan step-step yang kecil berikut ini. Pertama, mengurangi asupan gula dari makanan dan minuman. Pilih variasi yang lesh juga atau lebih bagus ganti gula pasir dengan stevia yang ngerasanya manis tapi 0 kalori dan 0 gula. Kedua, olahraga secara rutin minimal 2-3 kali seminggu sebisa mungkin jangan hanya kadew tapi utamakan latihan beban. Mau di gym atau di rumah dengan berapa dan alat seadannya, selama 15-30 menit di rumah kalau di gym 30-50 menit. Ketiga saat makan pastikan selalu ada protein dari telur, dada ayam, ikan atau tempe sekitar 20-30 gram protein per mil. Karena protein adalah makhluk yang paling mengenyangkan lalu membantu untuk mempertahankan dan menambah masa otot yang sangat penting untuk kesehatan tulang dan metabolis. Keliatan seperti hal kecil ini tidak bisa ubah apa-apa tapi jangan salah kalau kamu bisa praktikkan 3 tip simple ini selama 1 tahun kamu akan kaget dengan hasilnya."
113,"Ini cara bentuk balammu di rumah tanpa alat. You need to notice. Gerakan pertama lanje, selain pahada pandang belakang, kamu juga melatih kesihimbangan tubuh. Selanjutnya, gerakan yang sangat basic tapi efektif, push up untuk kuatkan otot dadabahu dan triceps. Kalau gerakan ini terlalu susah, lakukan variasi ini, push up. Balik-lain, otot kaki dengan squats karena otot kaki adalah otot yang paling besar dan kuat, jadi kita lakukan dua gerakan. Lalu gerakan plank untuk melatih otot trut, biasanya gerakan ini lebih terasa dan nyaman dibandingkan situp. Gerakan superman untuk pinggang, ini sangat bagus untuk kalian yang duduk sepanjang hari dan suka sakit pinggang. Untuk punggung rose, kalian bisa pakai apa aja yang ada di rumah, botol air atau rancel di isi buku, lalu gerakan terakhir biceps curls untuk melatih otot biceps. Jatuh latihan untuk home workout ini ada di caption, so check it out. Intinya kamu tidak punya alasan untuk tidak olahraga workout ini hanya butuh 15-20 minit."
114,"kalau kalian di bulan puasa ini sibuk kerja atau sekolah dan pas pulang badannya udah capek tapi tetep ingin workout mendingan kalian stretching-sressingin badan kalian biar kakakku dan aku kasih tau nih beberapa gerakannya gerakan pertama, cobra pose ini bagus banget buat stretching tulang belakang kalian terutama yang bagian bawah tahan posisi ini sekitar 60 detik ya gerakan kedua, cait pose gerakan ini bagus banget buat mengurusin tulang punggu kalian lagi kalau kalian yang kegiatannya duduk seharian lanjut ke gerakan ketiga yaitu cat and cow ini bagus banget buat menghati mobilitas punggung kalian lakuin ini selama 60 detik juga ya gerakan selanjutnya, 1990s ini bagus banget buat menghati mobilitas low body kalian biar gak kakku dan gak kapan pegel lanjut ke gerakannya agak susah tapi seru nih namanya camel pose posisi tangan sampe pegang kaki kalian gini ya dan tahan posisi ini selama 60 detik kalau bisa digalbur detik juga gak apa-apa sih terus coba ini gerakan towards greater stretch atau stretching terbaik di dunia lakuin ini kanan dan kiri bergantian ya nah buat penutup, kalian bisa ngelakuin plank kayak gini nih buat nampak quad core atau otot prot kalian tahan posisi ini sekitar 30-60 detik ya gerakan-gerakan ini bagus banget buat cooling down badan kalian setelah aktivitas seharian terus bisa bantu bikin badan kalian lentur dan gak kakku serta bisa sedikit bantu meningkatkan kualitas hidur kalian karena adrenalnya udah turun tuh setelah cooling down tadi cobain gerakan ini ketika lagi gak sempet or out biar badan kalian tetep terlatih di bulan puasa ini ya sengat semangat dan... STAY HARD!"
115,"Tujuaraan Dunia Volley Ini saya, Maksud Indonesia, Lama Fertan, Moga, Tindasa Indonesia, Gos, Dan di grup, Moga, Moga, Sampai ketiga, Sampai ketiga, Saya harap, para orang-orang yang akan Mencinta Volley, Besuskan dan jodimu, Dalit tangan tujuh, Sampai ketujuh, Kalau bisa, Semua kian, Moga, Tindasa Indonesia, Main, Kita namanya, Dan kita pemuka, Sejujurnya!"
116,"Assalamualaikum warahmatullahi wabarakatuh. Salam sejahtera untuk kita semua. Shalom, Om Swastiastu, Nama Budaya, Salam Kebajikat. Salam Sehat, Bugar, Gembira, Luar Biasa. Saya Agus Harimurti Doyono, Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Mengucapkan Selamat dan Sukses atas Penyenanggaraan Festival Olahraga Masyarakat Nasional atau Fornas yang Kedelapan, Tanggal 26 Juli hingga 1 Agustus 2025 di Provinsi Nusa Tenggara Barat. Mari kita terus mengolahragakan masyarakat dan memasyarakatkan olahraga dari kita oleh kita untuk kita. Kalah menang, semua senang. Terima Kasih Wassalamualaikum warahmatullahi wabarakatuh."
117,"Halo Guard of the Fence, kita baru aja beres Maxelon Malaysia Alhamdulillah walaupun hasilnya kurang maksimal Tapi kita lelaskan ke Semi Finals Terus dukung kita di IFF U23 ini Kita akan melangkah ke final Dan kita akan menyimpan juga Super terus kita, Bob"
118,"KAMU MENUKAN KAMU MENUKAN Angat berpengaruh, beri hidupan di kari saya. Karena timbu saya dititipkan dari almar-almar ayah saya untuk menghidupkan saya di jalur sepak bola. Jadi saya melihat yad di marketplace dan mencari deker yang cocok untuk api saya. Saya menemukan deker custom dan saya berpikir kalau saya anak Sumata Wayang. Saya akan mengkustom deker ini dengan keluarga yang saya cintai. Ayah saya yang sekarang itu adalah ayah sambung. Ayah kandung saya meninggal pada saat saya umur 8 tahun karena penakit yang diuniritanya. Untuk timbu, terima kasih sudah berdua mengawat Aldi hingga seperti ini. Untuk ayah, yad Aldi berproses untuk menjadi pemain senior timnas Indonesia. Untuk bapak, walaupun Aldi bukan dari kandung bapak, tapi bapak tetap menyayangi Aldi seperti anak-anak kandung sendiri. Aldi akan membuat bapak bangga. Sehat-sehat ya Pak, Bu, Ndwain Aldi semua sukses. Tunggu Aldi membuat kalian bangga, melihat Aldi membantu pindas Indonesia mengangkah daun di Malaysia U17 dan lelos ke peladunya U17."
119,"BABAK 1-2 PENGARAN BORNEO Nama saya Rivaldo Nyarew Pak Pahan, lahir di Sibawarong Borong, Tapang, Nintara, 20 Januari 2003, dan saat ini bermain di klub Borneo sama Harinda. Dulu itu yang paling saya ingat itu, karena saya nggak disitu jenis sama orang tua saya, bermain bol itu, saya dulunya atrial di Borneo dipanggil dari Epa ke Borneo. Saya pesan dikit sendiri, tapi saya ngakunya ke orang tua bahwasanya, mereka yang kasih dikit itu ke saya. Di pertandingan vertiga itu, di Viet Nam mungkin ya, rata-rata pemain bola tidak maulah apa yang saya lamin waktu itu, karena yang saya lamin itu, mimpi buruk kayaknya buat pemain bola semua, debutan gitu. Sesampanya di Jakarta, saya langsung dibawa kurma sakit untuk melakukan penanganan, untuk masalah kaki saya, yang sudah ditanggung oleh asuransi, yang bekerjasama dengan PCC. Saya berharap semoga saya bisa dapat cepat kembali lagi ke lapangan, dan bermain sepak bola lagi."
120,"Mayoritas masyarakat Indonesia puas dengan kemajuan olahraga nasional, benarkah demikian. Dalam survey terbaru Lidbang Kompas, 79 persen, respondent memberikan citra positif untuk menteri pemuda dan olahraga dito Ariotejo yang dinilai berhasil membawa perubahan signifikan. Sebanyak 77 persen masyarakat puas dengan pembinaan atlet Indonesia, mereka bangga melihat atlet-atlet kita berprestasi di panggung dunia. Badminton, sepak bola, hingga angkat besi, semua meraih apresiasi tinggi. Lalu apa makna dari semua ini? Masyarakat tidak hanya melihat prestasi, tapi juga potensi ekonomi olahraga. 96,5 persen masyarakat percaya olahraga adalah penggerak ekonomi nasional dan lebih dari 95 persen yakin produk lokal kita bisa bersaing dengan produk internasional. Olahraga menyatukan kita. 98,8 persen masyarakat percaya prestasi olahraga membangkitkan rasa bangga nasional dengan dukungan pemerintah dan semangat masyarakat, Indonesia siap meraih impian besar menjadi Tuan Rumah Olimpia D2036."
121,"Makanya orang-orang yang pernah jadwit penisi atau pro, dan makanya orang-orang yang pernah penisi, pro, pro, pro, dikayakan akan orang-orang yang berdua-dua malunya secara masingin di Bunga Bunga. Alamak, Mera Gatau. Alamak, Mera Gatau. Pertama-tama saya memberikan apresiasi kepada INAS Polaraga Provinasi di Kaya Jakarta dan juga KONI di Kaya Jakarta. Mudah-mudahan kolaborasi INAS Polaraga di Kaya Jakarta dengan KONI di Kaya Jakarta ini akan menghasilkan aklit-atklit yang siap bertarung. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau. Alamak, Mera Gatau."
122,Saya menaruh harapan yang cukup tinggi kepada para pelajar yang hari ini hadir agar Jakarta di tahun 2025 menjadi juara umum pekan pelajar nasional. Salam olahraga! Salam olahraga! Mudah-mudahan semangat ini menjadi semangat kita semua agar pekan olahraga pelajar yang akan diselenggarakan mengehasilkan para atlit pelajar yang nantinya sekaligus akan menjadi atlit masa depan Jakarta agar dapat bertarung di pekan olahraga nasional.
123,"Untuk itu, dengan mengucap bismillahirrahmanirrahim, Pekan Olaraga Pelajar Propensi atau POPROF, dan Pekan Olaraga Propensi, POPROF, DKI Jakarta tahun 2025 secara resmi dibuka. Terima kasih. Selamat bertanding. Wassalamu'alaikum warahmatullahi wabarakatuh."
124,Faiz negócioのはimm comunita kami éceng sekolah Terima kasih.
125,"Untuk juara umum dicaburnya sih sesuai targin. Tapi untuk perayahan mendalinya, kita menarkitkan waktu itu 5 mendali kalau masalah. Kita persiapan itu udah dibilang umum adi sendiri, lama banget persiapannya. Jadi di pon itu 7 hari, 3 harinya itu kita individual mainnya. Terus habis itu 2 harinya setelah itu ada 4-sam. Terus di hari 2 hari terakhir itu ada mix 4-sam. Setelah kebetulan aku mainnya di individual sama mix 4-sam. Nah waktu 4-sam itu aku sempet jadi tim captain buat yang cowok. Jadi aku banta-banta juga gitu. Itu seru banget sih. Terus pengalaman pertama aku juga di pon. Mau pertama ya? Ini pertama aku. Jadi seru banget. Terus habis itu euphoria ponnya itu dapet banget di sana. Karena banner pon sana sini. Terus habis itu aku senangnya waktu kemarin pon itu. Dan itu tim dikaitu beneran solid banget sih. Mas Adi dulu nih untuk menangis. Ya kalau menangis pada selap 5 golf ya kita tidak bisa berbentuk banyak ya mas. Pake payu, paling pas pake payu. Ya paling antisipasinya pake payu, pake sunscreen. Kalau ngelawan cuaca sih kita nggak sanggup. Kalau biangka sendiri, perawatan gue itu sangat mahal loh. Enggak, aku kebetulan orangnya tidak yang... kayak aku harus perawatan gitu enggak. Paling kalau abis ternamen kayak pon kemarin, abis pon aku lululah dan udah gitu doang. Tapi enggak perawatan yang sampai ke klinik itu enggak sih? Biasanya kan wang aja berubah ya. Jadi gak pernah itu ya. Kemarin tuh mantep banget itu abis pon. Item banget kan. Habis itu langsung luluran sama di ajak ibu. Dulu kan luluran aja ya gitu. Terima kasih."
126,"JAKARTA BOYONG 1 MAS PADA CABOR SELAM COLAM PON 21 ACES SUMUT 2024 Kali ini cabang olahraga Selam Colam dikayi berhasil menambah koleksi medali dengan 1 mas, 1 perak, dan 1 perungbu di kolam kirtaraya banda ACes, Rabu 11 September 2024. JAKARTA BOYONG 1 MAS PADA CABOR SELAM COLAM PON 21 ACES SUMUT 2024 Harfe Hubert Marcelo Huta Suhut meraih medali mas di nomor 100 meter Bivin Putra. Sementara Juanita Mutira Hapsari menyumbangkan medali perak di nomor 100 meter Bivin Putri. JAKARTA BOYONG 1 MAS PADA CABOR SELAM COLAM PON 21 ACES SUMUT 2024 Dan Muhammad Zidhan Arif Dillah mendapatkan perungbu di nomor 100 meter Surveys Putra. JAKARTA BOYONG 1 MAS PADA CABOR SELAM COLAM PON 21 ACES SUMUT 2024 Kepala dinas pemuda dan olahraga DKI Jakarta, Andriansha menyampaikan apresiasinya atas perjuangan dan dedikasi para atlet DKI Jakarta, khususnya di cabang selam kolam. Semuanya tidak ada yang tidak mungkin. Kalau semuanya di jasari oleh TECAT, semangat yang kuat, ya insya Allah, ya pasti juga kita ada jalan luarnya. Ia juga memberikan contoh perjuangan harfi atau akrab di Sapa Elo yang tetap semangat meski sempat cedera saat latihan. Mungkin ya, mas Elo, walaupun dia sudah latihan, jadi ada cedera, tetap dia tetap semangat, tapi sudah mendapatkan bahkan, ya, best time. Ya, best time, rekore asian. Andri memberikan motivasi kepada para atlet selam kolam DKI Jakarta yang masih akan bertanding agar tetap fokus, konsentrasi, dan selalu mengandalkan doa. Andri juga menyampaikan rasa terima kasih dan apresiasi yang tinggi kepada seluruh atlet kontingen DKI Jakarta atas dedikasi, perjuangan, dan kerja keras mereka. Menurutnya, keberhasilan ini tidak hanya menjadi kebanggaan bagi DKI Jakarta, tetapi juga menjadi bukti bahwa TECAT yang kuat dapat mengatasi segala rintangan. Terima kasih."
127,"Dalam rangka menyemarakan hari olahraga nasional, Wali Kota Jakarta Selatan menghelat kejuaraan foli piala Wali Kota Jakarta Selatan Cup tahun 2024 di Gorbulungan Jakarta Selatan selama 3 hari. Mulai dari jumat 19 September hingga 22 September 2024. Sebanyak 10 kecamatan yang ada di Jakarta Selatan di antaranya Sudin Sumber Daya Air, Sudin Pendidikan, Tim Wali Kota, Sudin Damkar, Sudin Satpol PP, dan Bang DKI turut ikut berpartisipasi dalam pejuaraan ini. Kami dari Wali Kota Jakarta Selatan menunjuk panitia dalam rangka menyelenggakakan kejuaraan bola foli Wali Kota Cup yang pertama di Jakarta Selatan. Ini pertama diadakan di Jakarta Selatan dan pesertanya adalah 10 kecamatan antar-kecamatan dan 6 UKPD yang ada di Jakarta Selatan. Pesertanya itu dari kecamatan adalah 4 pemain yang masuk lapangan wajib berkat tepe kecamatan tersebut dan 2 pemain boleh ngambir dari luar. Dan ini untuk sarana Ali Teahlian dari poli yang memang sudah profesional dengan penuduk asli. Kita melihat bahwa animo bola poli sekarang sedang naik. Makanya ambil-ambil momen ini dalam rangka untuk memasarakan bola poli untuk lebih dicintai lagi di masyarakat sehingga nantinya anak-anak muda entah yang masih SISWA duduk SMP, SMA nanti bisa tergugah untuk lebih mencintai olahraga. Nanti saya yakin akan mengurangi kenakalan-kenakalan remaja atau mungkin aktivitas-aktivitas anak muda yang memang kurang bermanfaat nanti akan lebih bermanfaat lagi. Selain mencari bibit-bibit poli yang memang handal di Jakarta Selatan. Dari hasil pertandingan tersebut, tim pesanggerahan berhasil menjadi juara pertama yang mana mereka sukses mengalahkan tim suku Dinas Damkar Jakarta Selatan dengan score 18-25, 25-20, dan 15-7. Adapun juara ketiga, berhasil direbut oleh tim jaga karsah bersama Sundin Sumerdaya Air. Takal menarik, selain 3 juara tersebut ada pula perolehan support terterbaik. Gak ada persiapan sama sekali tapi kami bisa membantu tim gabungan senior junior. Akhirnya kami keluar sebagai juara. Ini event yang sangat luar biasa. Semoga saja setiap taunya ada. Paling untuk ke depannya buat lanjut ke event peroliga dan insya Allah bisa masuk ke tim nas. Kita belum terlalu banyak dan panjang dalam persiapan dan Alhamdulillah kita dapat juara yang terbaik. Juara kedua Alhamdulillah dan semoga dengan event ini ke depannya akan lebih meningkatkan motivasi untuk yang main budanya. Event kejuaraan bola poli piyalawalikota Jaksel Cup 2024, rencananya akan menjadi agenda tahunan. Insya Allah kita akan adakan secara rutin. Ini yang pertama, yang tahun besok pasti kita akan rencanakan untuk lebih meriah lagi dan acaranya dikemas mungkin akan lebih menggugah masyarakat untuk mencintai olahraga bola poli. Saksikan MOJI TV secara terus menerus, seru banget. Dengan digelarnya acara ini, biharapkan akan melahirkan bibit atlet bola poli baru menumbukan minat masyarakat terhadap olahraga, serta memperkuat tali siratur rahmi antar warga Jakarta Selatan."
128,"Badminton Lovers, dimana pun anda berada, kita berjumpa lagi tentunya sekarang ingin membahas Badminton Asia Junior Championships 2025 yang baru saja selesai dan Indonesia finish di Babak Mergu di quarter final sedangkan untuk perorangan Indonesia merbut gelar juara melalui Muhammad Zaki Ubaidilak di Tunggal Putra kemudian satu gelar runner up melalui ganda campuran dan semifinalis di ganda putri, sudah hadir bersama saya tentu saja Kabit Pin Press, PPBSI, Egyian, salam selanjutnya dulu ya selamat sebelumnya akhirnya meraih gelar juara Tunggal Putra sudah 24 tahun Indonesia tidak meraih gelar juara di sektor Tunggal Putra akhirnya sekarang melalui Muhammad Zaki Ubaidilak, tapi sebelum ke sana, iyan mau nanya dulu dari Bergu akhirnya harus terhenti di quarter final, evaluasinya apa ya? ya tentunya di Bergu itu faktor yang paling terlihat di lapangan itu adalah ketegangan ati-ati junior kita yang mungkin karena ini pertama adalah game 11, belum banyak ati-ati kita itu yang terbiasa bermain dengan score 11 ini yang kedua adalah mungkin ada ketegangan dari faktor bagi tuan rumah, mungkin pressure keuntutan segala macam itu yang terlihat sekali di lapangan ati-ati junior kita ini belum bisa bermain secara lepas, bermain secara maksimal sesuai dengan kemampuan mereka oke, tapi kalau dilihat dari faktor non-technis tadi, kalau dari teknisnya, teknisnya sendiri berjalan seperti apa ya? ya kalau secara teknis ya kita bisa melihat, kita hanya punya keunggulan di satu sektor itu saat ini, di Tunggal Putra dengan diwakili oleh Ubaid, ini jadi titik kekuatan kita tapi di 4 sektor yang lain ini harus menjadi evaluasi kita bersama, nanti sebelum dari ini baik dari saya sebagai tim manager maupun nanti saya akan diskusi mengundang dari club-club kemampuan ati-ati kita ini di Asia Junior ini seperti apa emang masih banyak PR lah di 4 sektor yang lain, kita bandingkan dengan negara-negara besar seperti China, Korea, Cepang ini kita harus berkejar keras lagi untuk meningkatkan kemampuan oke, kalau di sektor perorangan kita tahu, Gelaar Juara diambil oleh Mama Caki Ubaidilah apakah ini proses yang sudah sesuai begitu ya untuk kemudian Zaki juga nanti bisa lebih apa baik lagi pas apa lagi sudah on track atau seperti apa ya? ya tentunya untuk Gelaar yang dicapai di Asia Junior ini untuk Caki ya sesuai dengan harapan tapi tentunya ini bukan membuat Zaki bisa menjadi berkuas diri masih harus ada proses yang lainnya menuju level yang lebih tinggi bukan hanya di Junior ya tapi di level yang lebih tinggi kita harapkan dia bisa segera mengikuti, bisa segera berada di level elite sesuai yang kita harapkan karena sekarang nunggal putra kita juga gapnya cukup banyak, cukup tinggi ini antara yang senior maupun dengan Zaki maupun Albi kita harapkan hasil ini bisa lebih memotivasi buat Qubet bisa bekerja berlatih lebih keras lagi untuk mengejar level elite dan penampilan Qubet dari Enggas diri, loasinya apa? ya cukup konsisten, dia bisa menunjukkan, dia bisa menjaga emosi dia untuk dapat mengeluarkan kemampuan dia yang kita khawatirkan, jujur saya khawatirkan adalah dia overconfident atau under pressure terlalu ya? karena dia merasa terbebani, dia harus meregelar malah jadinya bermain tidak lepas atau dia overconfident, itu yang saya khawatirkan jujur saya sampai nanggil Qubet tapi kita lihat di lapangan Qubet tidak seperti itu, dia menjaga konsistensinya dia bisa menjaga ketenangannya dan dia bisa melihatkan levelnya dia jadi satu proses yang sudah berjalan cukup baik sejauh ini di sektor Tunggal Putra ada Qubet, ada juga Ricci, disana sofar oke tapi kalau melihat hasil keseluruhan, Saina begitu mendominasi apa sih kelebihan mereka ini ya? ya ini yang harus kita tiba, kita contoh adalah sistem, maksud saya sistem bimbinaan mereka itu sudah lebih komprehensi dan mereka juga bisa melihat kebutuhan untuk menuju ke level internasional itu seperti apa jadi kita tidak bisa hanya perpatokan di Indonesia ini sebatas juara nasional tapi levelnya pada saat untuk di pertandingan di level internasional itu ternyata standarisasi masih jauh nah ini yang harus kita evaluasi bersama dengan club club ini kapasitas kita tuh sekarang di sini oke ya kita melihat dari hasil AGS ini, bagaimana Cina begitu mau dominasi sedangkan kita yang turun di sini adalah atlet yang terbaik di nasional itu juni yang terbaik nih tapi nyata hasilnya masih jauh dari yang dihadapkan berarti program latihan dari club club ini yang harus lebih ditingkatkan lagi berarti kita bicara kualitas karena ini under 19 ya berarti kan tarunan gitu jadi ini bridgingnya ya dari club kemudian untuk ke pelak nasi dan kualitas berarti yang paling terlihat berbeda ini kalau bicara kualitas maksudnya kualitas apa saja yang paling terlihat berbeda ya dari kemampuan dasar lagi dari power dari daya tahan dari ketahanan dari speed kita cukup tetap tinggal kita mempunyai kelebihan adalah di skill tapi kalau tidak ditunjang oleh power daya tahan speed tentunya skill itu tidak akan bisa terlihat tidak akan bisa apa namanya melakukan hal yang lebih dari hanya menampilkan pukulan yang baik tapi untuk menuju ke menangani jadi kalau kemenangan oleh juara ini saya bikin tetap harus ditunjang oleh kemampuan dasar itu lagi perlu modal yang lebih lagi gitu kemudian sektor lain yang mana rana up di ganda campuran kemudian semi final adalah ganda putri 4 sektor yang lain ingin melihat seperti apa di hasil perorangan ini ganda putra malah harusnya kita berharap dari sana ya tapi kita suka lagi 8 besar ya bagaimana tentunya evaluasi ini saya akan melakukan dari seluruh sektor kemasuk tunggal putra selain ubet ini kita harus mempersiapkan calon-calon siapa pelapis yang mendekati karena kita melihat di junior dengan kemampuan seperti ubet ini akan bisa menguasai jadi kita harus mencetak ubet-ubet yang lain di tunggal putra kita sudah ada benchmarknya kalau tunggal putra memenjuarai, harus memenjari kemampuan seperti ubet kita yang lain harus mendekati seperti itu untuk sektor yang lain tentunya kita bisa melihat dari sampai berapa hasil rata-rata dari ganda putra dari tunggal putri ini kan 8 besar kemampuan kebutuhannya masih jauh ganda putra yang biasanya adalah kebukaan langganan tapi adalah konek kita ini seumah sampai 8 besar saja ini yang harus kita lakukan evaluasi tentunya lagi semua harus menyadari, semua harus bekerja sama bekerja keras bersama-sama untuk mengingkatkan kemampuan prestasi bulutan desa Indonesia ini kan dari jukal bakal dari junior kalau dasarnya kita saja kurang bagus semua ditimpakan ke pelatnas minta tiba-tiba bagus kan juga gak jadi dari junior pun kualitasnya juga harus bisa imbang karena musuhnya kurang lebih karena kita lihat yang terbaik di nasional ini tapi pada saat kita diperlainan di international seringnya selanjutnya masih jauh jadi kalau bicara sekarang pathway sudah cukup ada karena pelatnas saat ini mengejar junior untuk segera naik sementara sudah ada 1 geler on track tapi yang lainnya perlu di evaluasi lebih baik lagi secara kualitas semoga bisa berjalan dengan baik semuanya, terima kasih terima kasih ya, pegbunan lovers itu tadi membicarakan saya dengan Ehyan Kabit Binpres, PPBPSI sekaligus tim manager dari ACC sementara pathway berjalan cukup baik dengan emoh Maksaki Bedi Laf meraih 1 geler juara di Tunggau Putra kita berharap selanjutnya akan menjadi lebih baik lagi untuk Indonesia tentunya untuk Merah Putih dan tentunya untuk Masyarakat Indonesia terima kasih"
